Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S26159,18,Male,Undergraduate,Python Basics,416,1,87,25,41,Medium,30,Reading/Writing,1,Yes
S26160,26,Female,Undergraduate,Machine Learning,86,1,92,24,88,High,40,Kinesthetic,4,No
S26161,39,Male,Postgraduate,Cybersecurity,272,3,44,23,96,Medium,56,Kinesthetic,3,Yes
S26162,48,Female,Postgraduate,Machine Learning,249,4,99,0,54,High,78,Kinesthetic,5,No
S26163,42,Male,High School,Data Science,23,4,59,36,64,Medium,91,Kinesthetic,2,No
S26164,32,Female,High School,Web Development,122,3,64,34,92,High,75,Auditory,2,No
S26165,35,Male,Undergraduate,Cybersecurity,192,3,30,41,95,Medium,72,Visual,1,No
S26166,33,Female,High School,Cybersecurity,383,2,87,12,77,High,75,Visual,4,Yes
S26167,21,Female,High School,Python Basics,446,1,86,29,82,High,58,Visual,3,No
S26168,32,Male,High School,Machine Learning,389,2,48,16,90,Medium,31,Reading/Writing,1,Yes
S26169,47,Male,Postgraduate,Cybersecurity,491,2,73,32,51,Medium,61,Visual,1,No
S26170,34,Male,Undergraduate,Cybersecurity,183,2,96,21,61,High,62,Auditory,3,No
S26171,17,Male,High School,Machine Learning,289,2,63,12,91,Medium,71,Kinesthetic,2,No
S26172,36,Male,Undergraduate,Data Science,145,3,77,0,61,Medium,72,Kinesthetic,2,Yes
S26173,42,Male,High School,Data Science,131,2,80,31,81,High,60,Visual,2,No
S26174,39,Male,Undergraduate,Python Basics,113,4,33,13,75,High,63,Auditory,4,No
S26175,18,Female,Undergraduate,Machine Learning,385,4,44,10,84,Low,43,Visual,2,No
S26176,47,Female,High School,Web Development,376,1,81,38,62,Low,96,Auditory,3,No
S26177,30,Female,High School,Web Development,298,1,88,46,97,Low,95,Auditory,2,No
S26178,22,Male,High School,Machine Learning,132,3,77,27,93,Medium,82,Kinesthetic,5,No
S26179,30,Female,High School,Data Science,316,2,91,9,64,High,47,Reading/Writing,5,No
S26180,35,Male,High School,Cybersecurity,269,1,58,31,93,Medium,64,Reading/Writing,2,Yes
S26181,17,Female,Undergraduate,Web Development,59,3,88,49,94,Low,45,Visual,1,No
S26182,16,Male,Postgraduate,Data Science,249,1,34,49,94,Low,72,Auditory,4,No
S26183,20,Male,High School,Cybersecurity,130,3,35,31,67,Medium,38,Kinesthetic,1,No
S26184,33,Male,Undergraduate,Web Development,207,3,83,2,93,High,32,Kinesthetic,4,Yes
S26185,34,Female,Undergraduate,Data Science,295,3,46,40,41,Medium,43,Kinesthetic,4,Yes
S26186,44,Male,High School,Web Development,227,3,32,32,56,Low,63,Auditory,4,No
S26187,35,Female,Undergraduate,Data Science,372,1,38,44,85,Medium,49,Visual,2,Yes
S26188,22,Female,High School,Web Development,38,3,44,11,62,Medium,61,Kinesthetic,2,Yes
S26189,17,Male,High School,Data Science,48,2,77,44,66,Medium,73,Visual,3,Yes
S26190,23,Male,Postgraduate,Data Science,279,3,88,27,70,Medium,90,Visual,2,No
S26191,25,Other,Undergraduate,Cybersecurity,362,2,91,6,62,Medium,37,Kinesthetic,1,No
S26192,44,Female,Postgraduate,Python Basics,354,4,52,47,91,High,35,Kinesthetic,3,No
S26193,36,Female,Undergraduate,Web Development,210,4,68,23,66,Low,36,Visual,2,Yes
S26194,47,Female,Undergraduate,Web Development,323,1,47,45,89,Medium,80,Reading/Writing,4,No
S26195,30,Male,Postgraduate,Data Science,404,3,36,1,70,Low,77,Reading/Writing,2,No
S26196,45,Female,Undergraduate,Web Development,100,4,39,45,85,Low,57,Kinesthetic,1,No
S26197,15,Female,Undergraduate,Python Basics,118,2,93,36,74,Medium,65,Reading/Writing,3,No
S26198,28,Female,Undergraduate,Data Science,489,2,51,21,94,Low,43,Kinesthetic,3,No
S26199,25,Male,Undergraduate,Web Development,201,3,80,44,49,Medium,93,Auditory,2,No
S26200,44,Male,Undergraduate,Cybersecurity,384,4,58,37,42,Medium,80,Kinesthetic,1,No
S26201,17,Male,High School,Data Science,201,4,99,11,81,High,77,Visual,1,No
S26202,33,Female,Undergraduate,Cybersecurity,239,4,41,11,95,Medium,67,Kinesthetic,1,Yes
S26203,40,Male,Undergraduate,Python Basics,98,3,55,30,65,High,33,Kinesthetic,4,No
S26204,30,Female,Postgraduate,Python Basics,14,1,33,19,64,Medium,74,Auditory,2,No
S26205,21,Female,Undergraduate,Machine Learning,237,2,83,45,44,Medium,63,Auditory,5,No
S26206,36,Male,High School,Cybersecurity,213,4,76,11,73,Low,58,Visual,4,No
S26207,49,Female,Postgraduate,Machine Learning,297,4,71,22,59,High,96,Visual,5,No
S26208,40,Male,High School,Cybersecurity,345,1,36,33,96,Medium,36,Reading/Writing,4,No
S26209,29,Female,Undergraduate,Web Development,91,3,86,0,52,Medium,81,Visual,2,No
S26210,37,Male,Undergraduate,Machine Learning,76,2,73,8,53,Low,85,Kinesthetic,3,No
S26211,48,Female,Undergraduate,Python Basics,85,3,72,31,91,Medium,57,Kinesthetic,3,No
S26212,29,Male,Postgraduate,Cybersecurity,252,2,57,24,57,Low,86,Auditory,5,No
S26213,40,Female,Undergraduate,Web Development,402,1,39,2,62,Medium,62,Auditory,1,No
S26214,31,Female,Undergraduate,Data Science,96,3,73,35,81,Medium,76,Reading/Writing,4,Yes
S26215,49,Female,Undergraduate,Web Development,457,3,44,36,44,Medium,74,Auditory,5,No
S26216,21,Female,Postgraduate,Web Development,236,4,30,41,74,Medium,55,Reading/Writing,3,No
S26217,48,Male,Undergraduate,Cybersecurity,203,4,77,17,70,Medium,62,Auditory,5,Yes
S26218,20,Female,Postgraduate,Machine Learning,160,3,30,34,58,Medium,95,Reading/Writing,4,No
S26219,33,Male,Undergraduate,Cybersecurity,311,3,51,43,51,Medium,83,Kinesthetic,2,No
S26220,48,Male,Undergraduate,Web Development,75,3,50,42,97,Medium,49,Visual,2,Yes
S26221,40,Male,Postgraduate,Data Science,63,1,52,37,52,Low,72,Kinesthetic,3,No
S26222,40,Male,Postgraduate,Web Development,175,4,77,33,69,Medium,39,Kinesthetic,2,No
S26223,47,Female,Undergraduate,Cybersecurity,326,4,43,47,64,Medium,73,Visual,3,Yes
S26224,37,Female,Undergraduate,Data Science,301,4,49,46,76,Medium,84,Auditory,5,No
S26225,20,Male,Undergraduate,Cybersecurity,399,4,68,40,40,Medium,72,Visual,5,No
S26226,16,Other,High School,Machine Learning,403,1,91,8,74,High,90,Reading/Writing,4,No
S26227,19,Female,High School,Data Science,482,2,70,40,77,Medium,88,Auditory,5,Yes
S26228,33,Female,Undergraduate,Cybersecurity,338,1,67,7,70,Medium,31,Reading/Writing,2,No
S26229,46,Male,Postgraduate,Cybersecurity,121,4,97,44,74,Low,31,Auditory,4,Yes
S26230,40,Male,Undergraduate,Web Development,201,4,48,19,72,Low,61,Kinesthetic,2,No
S26231,48,Female,Postgraduate,Data Science,292,4,38,45,51,Medium,93,Auditory,5,No
S26232,30,Male,Undergraduate,Machine Learning,147,1,52,23,84,Medium,53,Auditory,2,No
S26233,46,Male,Postgraduate,Data Science,14,4,30,49,52,Medium,45,Kinesthetic,4,No
S26234,17,Male,High School,Machine Learning,499,3,91,31,51,Medium,92,Visual,3,No
S26235,39,Female,Undergraduate,Data Science,38,4,59,44,43,High,75,Visual,1,Yes
S26236,38,Male,Postgraduate,Machine Learning,43,1,65,38,77,Medium,73,Reading/Writing,2,No
S26237,45,Female,Postgraduate,Data Science,253,1,48,33,56,Medium,50,Visual,5,Yes
S26238,43,Male,Undergraduate,Python Basics,177,4,34,11,65,Medium,51,Reading/Writing,3,No
S26239,31,Female,Undergraduate,Web Development,369,1,93,32,58,Medium,34,Visual,1,Yes
S26240,18,Female,Undergraduate,Python Basics,79,2,42,2,70,Medium,56,Kinesthetic,1,No
S26241,18,Female,Postgraduate,Data Science,187,3,98,26,51,Medium,44,Reading/Writing,5,No
S26242,30,Female,Undergraduate,Python Basics,11,3,31,6,62,High,39,Reading/Writing,1,No
S26243,33,Female,High School,Data Science,123,4,83,7,59,Medium,64,Reading/Writing,3,No
S26244,34,Female,Postgraduate,Machine Learning,65,2,92,21,74,High,81,Kinesthetic,1,No
S26245,39,Male,Undergraduate,Cybersecurity,77,1,91,40,67,High,73,Kinesthetic,3,No
S26246,21,Female,High School,Data Science,429,1,82,17,83,Medium,89,Auditory,1,Yes
S26247,42,Female,Postgraduate,Web Development,433,2,31,19,41,Medium,49,Visual,4,Yes
S26248,47,Female,Postgraduate,Web Development,442,3,94,23,51,High,91,Kinesthetic,5,No
S26249,27,Female,Postgraduate,Web Development,76,4,74,1,76,High,68,Reading/Writing,3,No
S26250,19,Female,High School,Data Science,56,2,52,22,98,Medium,40,Auditory,1,No
S26251,45,Female,High School,Cybersecurity,162,3,51,39,53,High,44,Visual,1,No
S26252,32,Male,Postgraduate,Web Development,283,4,75,8,85,High,72,Kinesthetic,2,Yes
S26253,38,Other,High School,Python Basics,377,3,80,36,55,Low,31,Reading/Writing,2,No
S26254,37,Female,High School,Data Science,373,1,85,26,66,Low,51,Auditory,3,No
S26255,20,Female,Undergraduate,Web Development,325,2,56,16,78,Low,54,Kinesthetic,4,No
S26256,43,Female,Undergraduate,Cybersecurity,379,3,51,14,42,Low,78,Auditory,4,No
S26257,21,Male,High School,Machine Learning,235,2,52,28,53,High,64,Reading/Writing,3,No
S26258,27,Male,Postgraduate,Machine Learning,405,1,41,48,65,Medium,80,Auditory,5,Yes
S26259,34,Female,High School,Data Science,380,4,89,5,71,Low,48,Visual,1,No
S26260,29,Male,Undergraduate,Python Basics,426,3,85,10,62,Low,32,Reading/Writing,5,No
S26261,48,Female,High School,Data Science,320,4,79,40,52,Medium,88,Reading/Writing,4,Yes
S26262,33,Male,Undergraduate,Web Development,199,1,38,38,92,Low,74,Visual,1,No
S26263,36,Other,High School,Python Basics,282,3,59,23,75,Medium,42,Kinesthetic,2,No
S26264,17,Male,Postgraduate,Data Science,325,4,83,49,92,Low,53,Reading/Writing,5,No
S26265,27,Male,Undergraduate,Cybersecurity,464,4,52,7,49,Low,65,Auditory,3,No
S26266,16,Male,Postgraduate,Cybersecurity,283,4,45,0,62,Low,36,Reading/Writing,3,No
S26267,23,Male,Undergraduate,Web Development,432,3,40,11,80,High,39,Auditory,4,No
S26268,21,Female,Undergraduate,Cybersecurity,303,3,77,27,61,Medium,33,Kinesthetic,4,No
S26269,41,Male,Undergraduate,Cybersecurity,208,1,31,4,93,Medium,85,Kinesthetic,3,No
S26270,36,Male,Postgraduate,Data Science,199,2,55,22,67,High,50,Visual,5,Yes
S26271,18,Female,High School,Cybersecurity,119,2,54,33,67,Low,63,Kinesthetic,5,No
S26272,42,Male,High School,Cybersecurity,126,4,95,44,53,Medium,92,Reading/Writing,5,No
S26273,28,Female,High School,Python Basics,298,4,86,16,77,High,76,Visual,3,No
S26274,16,Female,Undergraduate,Python Basics,417,4,62,16,74,Low,63,Reading/Writing,4,No
S26275,22,Female,High School,Cybersecurity,220,4,54,41,85,High,74,Auditory,1,No
S26276,30,Male,High School,Machine Learning,93,3,31,9,41,High,71,Visual,3,No
S26277,38,Male,Undergraduate,Cybersecurity,58,2,58,38,80,Medium,43,Auditory,4,No
S26278,31,Male,Undergraduate,Machine Learning,236,1,58,35,52,High,96,Reading/Writing,5,No
S26279,36,Male,Undergraduate,Web Development,338,2,86,20,73,Medium,35,Auditory,2,No
S26280,43,Female,High School,Machine Learning,332,3,44,44,63,Low,46,Kinesthetic,3,No
S26281,33,Male,High School,Cybersecurity,23,3,51,36,56,Medium,85,Auditory,5,No
S26282,30,Female,Undergraduate,Cybersecurity,58,1,91,25,64,Low,95,Auditory,1,No
S26283,43,Male,Undergraduate,Cybersecurity,442,4,75,39,76,High,68,Auditory,5,No
S26284,40,Female,Undergraduate,Data Science,322,4,75,11,84,High,95,Kinesthetic,3,No
S26285,36,Female,Undergraduate,Machine Learning,468,1,67,30,48,Medium,74,Auditory,3,No
S26286,22,Male,Undergraduate,Machine Learning,150,3,90,46,45,High,83,Visual,3,No
S26287,40,Male,Undergraduate,Data Science,62,3,91,44,42,Medium,49,Visual,3,No
S26288,47,Female,Postgraduate,Data Science,35,4,83,40,59,Medium,73,Auditory,2,No
S26289,27,Female,Undergraduate,Web Development,28,2,82,0,74,Medium,74,Auditory,1,No
S26290,18,Male,Postgraduate,Python Basics,96,3,33,49,99,High,31,Visual,3,No
S26291,30,Female,Postgraduate,Machine Learning,178,2,95,24,84,Low,39,Kinesthetic,1,No
S26292,25,Female,Undergraduate,Web Development,391,2,61,19,46,Medium,38,Visual,4,No
S26293,49,Female,Undergraduate,Python Basics,449,4,81,25,57,Low,83,Reading/Writing,2,No
S26294,21,Female,Undergraduate,Python Basics,35,2,81,31,66,High,56,Kinesthetic,1,No
S26295,17,Female,Undergraduate,Python Basics,18,4,89,14,83,Medium,37,Kinesthetic,5,No
S26296,36,Female,Undergraduate,Data Science,489,1,72,19,46,High,74,Visual,4,No
S26297,20,Female,High School,Cybersecurity,410,1,42,25,88,Low,56,Auditory,5,Yes
S26298,34,Male,Undergraduate,Machine Learning,15,1,88,34,65,Medium,37,Auditory,3,No
S26299,20,Female,Postgraduate,Web Development,18,4,84,44,41,High,89,Auditory,5,Yes
S26300,48,Male,High School,Python Basics,255,4,62,44,70,Low,59,Kinesthetic,2,No
S26301,23,Male,Undergraduate,Cybersecurity,198,4,86,7,48,Low,62,Reading/Writing,4,Yes
S26302,23,Female,Postgraduate,Python Basics,463,3,89,14,65,High,85,Auditory,2,No
S26303,23,Male,High School,Data Science,221,1,69,31,77,High,91,Visual,4,No
S26304,45,Male,Undergraduate,Data Science,481,4,48,37,64,High,51,Visual,5,No
S26305,22,Male,High School,Cybersecurity,347,3,35,4,76,Low,75,Kinesthetic,4,Yes
S26306,42,Female,Undergraduate,Machine Learning,50,1,60,37,81,Low,83,Visual,3,Yes
S26307,29,Male,Undergraduate,Data Science,60,3,72,40,92,Low,74,Kinesthetic,4,No
S26308,47,Male,Postgraduate,Python Basics,374,4,55,24,89,Low,41,Reading/Writing,1,No
S26309,22,Female,Undergraduate,Python Basics,371,3,31,12,81,Medium,90,Reading/Writing,4,Yes
S26310,45,Female,Undergraduate,Cybersecurity,483,4,99,2,77,Medium,68,Auditory,3,No
S26311,20,Male,Undergraduate,Python Basics,78,4,84,18,96,Medium,41,Kinesthetic,4,Yes
S26312,46,Male,Undergraduate,Machine Learning,288,2,93,40,73,Medium,63,Auditory,4,No
S26313,34,Female,High School,Machine Learning,81,4,56,44,61,Medium,34,Visual,3,Yes
S26314,23,Male,Postgraduate,Data Science,432,3,39,35,82,Medium,72,Visual,2,No
S26315,30,Male,High School,Data Science,95,4,50,5,59,High,73,Reading/Writing,5,Yes
S26316,41,Female,High School,Data Science,263,3,87,37,59,Medium,95,Reading/Writing,3,No
S26317,20,Male,Postgraduate,Cybersecurity,259,2,82,25,98,High,60,Kinesthetic,3,No
S26318,47,Female,High School,Cybersecurity,431,2,35,12,91,Medium,60,Visual,1,No
S26319,31,Male,Undergraduate,Data Science,478,4,54,39,53,Medium,76,Visual,5,No
S26320,24,Male,High School,Web Development,420,1,55,23,77,High,85,Auditory,4,No
S26321,44,Male,High School,Python Basics,33,1,34,15,65,High,62,Auditory,5,Yes
S26322,41,Male,High School,Python Basics,128,1,96,6,90,Medium,76,Reading/Writing,1,No
S26323,25,Male,Undergraduate,Python Basics,150,2,71,1,72,Medium,67,Reading/Writing,3,No
S26324,42,Male,Undergraduate,Web Development,402,3,65,5,80,High,48,Visual,1,Yes
S26325,25,Male,High School,Data Science,184,4,89,17,71,Medium,48,Reading/Writing,2,No
S26326,29,Female,Undergraduate,Web Development,147,1,44,14,88,High,73,Kinesthetic,5,No
S26327,34,Female,Undergraduate,Cybersecurity,365,1,48,8,71,Medium,84,Auditory,3,No
S26328,37,Female,High School,Cybersecurity,452,1,42,1,79,Medium,79,Kinesthetic,2,No
S26329,41,Male,Undergraduate,Cybersecurity,12,2,65,33,43,Medium,56,Kinesthetic,3,No
S26330,40,Male,Postgraduate,Web Development,188,3,66,34,83,High,72,Reading/Writing,3,No
S26331,49,Female,Undergraduate,Python Basics,344,3,83,16,60,High,30,Auditory,3,No
S26332,42,Female,Undergraduate,Web Development,311,1,60,0,89,High,33,Reading/Writing,2,No
S26333,47,Male,Postgraduate,Machine Learning,238,2,56,47,89,Medium,55,Kinesthetic,4,No
S26334,44,Male,Postgraduate,Data Science,361,4,55,40,89,Medium,91,Visual,5,No
S26335,35,Female,High School,Machine Learning,307,4,78,10,96,Low,59,Visual,2,No
S26336,44,Female,Postgraduate,Cybersecurity,46,3,48,24,82,Low,59,Visual,2,No
S26337,17,Male,Undergraduate,Data Science,371,3,94,28,44,Medium,82,Kinesthetic,1,No
S26338,35,Male,Undergraduate,Python Basics,412,2,44,28,40,High,66,Auditory,1,No
S26339,33,Male,Undergraduate,Python Basics,423,1,86,18,57,Medium,64,Visual,3,No
S26340,47,Male,Undergraduate,Python Basics,135,4,61,18,80,Medium,88,Kinesthetic,1,Yes
S26341,35,Other,High School,Python Basics,110,3,96,45,68,Low,96,Reading/Writing,2,Yes
S26342,23,Female,Postgraduate,Data Science,136,4,61,41,55,Low,89,Reading/Writing,5,No
S26343,32,Male,Undergraduate,Web Development,31,2,31,16,51,Medium,78,Reading/Writing,4,Yes
S26344,34,Male,Undergraduate,Data Science,220,1,73,22,63,Low,60,Visual,1,No
S26345,38,Other,High School,Cybersecurity,350,1,79,41,67,High,96,Auditory,4,Yes
S26346,47,Female,Postgraduate,Cybersecurity,138,2,37,19,98,Medium,52,Visual,3,No
S26347,27,Male,High School,Data Science,254,4,81,29,96,High,36,Auditory,1,No
S26348,42,Male,High School,Web Development,340,3,65,13,67,Medium,33,Auditory,4,No
S26349,36,Female,Undergraduate,Cybersecurity,322,3,98,18,80,Low,83,Visual,3,No
S26350,25,Female,High School,Data Science,227,3,47,20,58,High,52,Reading/Writing,3,No
S26351,45,Female,High School,Python Basics,321,4,73,20,48,High,88,Kinesthetic,4,No
S26352,31,Male,Undergraduate,Machine Learning,145,2,32,7,85,High,61,Visual,3,No
S26353,38,Female,Undergraduate,Python Basics,271,1,82,33,90,Medium,39,Kinesthetic,5,No
S26354,34,Male,Undergraduate,Machine Learning,75,3,67,5,41,Medium,31,Auditory,3,No
S26355,15,Male,Undergraduate,Cybersecurity,128,1,91,22,72,High,75,Visual,5,Yes
S26356,35,Female,Undergraduate,Cybersecurity,380,3,94,26,54,Medium,94,Reading/Writing,1,Yes
S26357,31,Male,Postgraduate,Machine Learning,286,1,83,8,78,Medium,90,Reading/Writing,5,No
S26358,21,Female,Undergraduate,Cybersecurity,13,3,37,46,87,Medium,30,Visual,1,No
S26359,26,Female,Undergraduate,Machine Learning,350,4,89,16,68,Medium,51,Auditory,5,No
S26360,27,Male,High School,Data Science,254,4,81,29,96,High,36,Auditory,1,No
S26361,24,Male,Undergraduate,Machine Learning,21,3,50,17,94,Low,97,Reading/Writing,1,No
S26362,22,Female,High School,Python Basics,97,2,95,25,99,High,38,Kinesthetic,2,Yes
S26363,41,Female,High School,Web Development,492,3,80,9,83,Medium,84,Reading/Writing,1,Yes
S26364,21,Female,Undergraduate,Cybersecurity,316,1,95,22,72,Medium,93,Kinesthetic,5,No
S26365,42,Male,Undergraduate,Web Development,365,1,54,25,80,High,78,Reading/Writing,5,No
S26366,49,Female,Postgraduate,Data Science,422,2,85,12,89,Low,95,Kinesthetic,2,No
S26367,15,Male,High School,Python Basics,296,2,51,30,41,Medium,89,Visual,4,No
S26368,21,Male,Undergraduate,Python Basics,136,3,85,15,63,High,86,Reading/Writing,3,Yes
S26369,25,Female,High School,Web Development,102,2,44,42,91,Medium,99,Auditory,4,No
S26370,45,Male,High School,Cybersecurity,216,4,44,38,92,Medium,85,Kinesthetic,2,Yes
S26371,29,Female,Undergraduate,Web Development,300,3,67,14,70,Medium,53,Auditory,4,No
S26372,47,Male,High School,Machine Learning,81,3,30,21,98,High,50,Kinesthetic,4,No
S26373,28,Male,High School,Web Development,87,2,73,7,98,High,91,Auditory,4,No
S26374,36,Female,Undergraduate,Machine Learning,480,2,99,16,47,Low,97,Kinesthetic,2,No
S26375,38,Male,High School,Machine Learning,129,3,75,40,96,High,88,Reading/Writing,4,Yes
S26376,38,Other,Postgraduate,Web Development,64,3,37,48,69,Medium,48,Kinesthetic,1,No
S26377,36,Male,Postgraduate,Python Basics,442,4,98,7,97,High,89,Visual,5,Yes
S26378,45,Female,High School,Web Development,185,1,63,9,58,Medium,86,Reading/Writing,4,No
S26379,20,Female,Undergraduate,Data Science,66,1,67,27,48,Low,68,Reading/Writing,2,No
S26380,44,Female,Undergraduate,Web Development,434,4,70,11,57,Medium,67,Kinesthetic,4,No
S26381,49,Male,Postgraduate,Python Basics,319,4,72,6,96,Low,66,Visual,5,No
S26382,40,Male,Postgraduate,Data Science,63,1,52,37,52,Low,72,Kinesthetic,3,No
S26383,28,Male,High School,Machine Learning,223,2,87,48,76,Medium,79,Visual,4,No
S26384,43,Female,High School,Data Science,141,1,69,29,63,High,45,Visual,5,No
S26385,16,Other,High School,Machine Learning,403,1,91,8,74,High,90,Reading/Writing,4,No
S26386,38,Female,Postgraduate,Python Basics,111,3,46,34,56,Low,92,Kinesthetic,1,Yes
S26387,33,Female,High School,Data Science,257,4,98,31,49,High,75,Visual,1,Yes
S26388,17,Male,Postgraduate,Data Science,131,2,58,1,63,High,45,Kinesthetic,5,No
S26389,49,Female,Undergraduate,Machine Learning,94,4,31,40,54,High,86,Auditory,1,No
S26390,19,Female,High School,Web Development,16,2,90,27,48,High,76,Auditory,4,No
S26391,49,Female,High School,Web Development,223,2,95,42,48,Medium,50,Auditory,5,No
S26392,49,Female,Postgraduate,Machine Learning,286,4,80,45,65,High,64,Visual,5,No
S26393,38,Male,High School,Web Development,118,4,38,9,57,High,88,Auditory,2,No
S26394,39,Female,Undergraduate,Data Science,59,1,49,14,77,High,81,Visual,4,No
S26395,33,Male,Undergraduate,Machine Learning,46,2,67,46,99,Medium,94,Reading/Writing,5,No
S26396,21,Female,Undergraduate,Web Development,202,3,80,17,54,Medium,73,Reading/Writing,4,No
S26397,18,Male,Undergraduate,Python Basics,416,1,87,25,41,Medium,30,Reading/Writing,1,Yes
S26398,42,Male,Undergraduate,Web Development,350,4,44,15,81,Low,44,Auditory,5,No
S26399,28,Male,Postgraduate,Data Science,407,3,80,1,80,Medium,85,Visual,2,No
S26400,16,Female,High School,Web Development,460,1,79,2,63,Medium,59,Auditory,2,No
S26401,18,Female,Undergraduate,Python Basics,84,2,98,27,92,High,95,Kinesthetic,5,No
